Gender,Height,Weight
Male,200,221
Male,207,242
Male,157,87
Male,197,208
Male,135,298
Male,148,215
Male,185,272
Male,185,299
Male,139,47
Male,138,47
Male,216,261
Male,155,294
Male,185,222
Male,202,286
Male,148,145
Male,225,144
Male,195,58
Male,210,216
Male,155,193
Male,193,170
Male,207,76
Male,172,106
Male,199,252
Male,216,261
Male,200,240
Male,211,164
Male,184,183
Male,140,40
Male,181,194
Male,191,115
Male,196,38
Male,173,164
Male,219,136
Male,145,229
Male,159,281
Male,154,113
Male,172,188
Male,204,275
Male,223,292
Male,185,266
Male,171,200
Male,169,178
Male,213,253
Male,130,293
Male,226,105
Male,162,268
Male,184,96
Male,152,289
Male,179,99
Male,135,120
Male,136,135
Male,170,76
Male,213,70
Male,160,187
Male,226,101
Male,191,123
Male,138,57
Male,182,171
Male,228,216
Male,175,228
Male,213,291
Male,142,153
Male,181,278
Male,143,67
Male,212,179
Male,226,202
Male,212,84
Male,208,241
Male,196,246
Male,228,156
Male,226,106
Male,216,168
Male,172,51
Male,219,106
Male,183,42
Male,144,166
Male,214,144
Male,210,197
Male,209,86
Male,168,255
Male,197,153
Male,195,77
Male,167,65
Male,148,249
Male,143,169
Male,166,78
Male,161,234
Male,222,227
Male,187,288
Male,159,146
Male,136,231
Male,179,244
Male,199,267
Male,137,38
Male,168,139
Male,133,205
Male,159,145
Male,184,246
Male,172,52
Male,149,133
Male,186,71
Male,146,285
Male,130,233
Male,131,83
Male,156,119
Male,170,289
Male,200,260
Male,193,121
Male,138,266
Male,194,149
Male,209,254
Male,178,107
Male,171,287
Male,228,96
Male,200,62
Male,179,196
Male,173,112
Male,214,232
Male,213,45
Male,204,203
Male,145,91
Male,226,150
Male,204,228
Male,139,81
Male,220,176
Male,175,179
Male,146,175
Male,224,180
Male,198,276
Male,131,99
Male,155,290
Male,184,99
Male,148,60
Male,157,92
Male,211,278
Male,168,59
Male,216,71
Male,132,188
Male,211,131
Male,144,107
Male,209,138
Male,217,207
Male,223,177
Male,203,110
Male,136,88
Male,169,182
Male,222,39
Male,158,164
Male,209,190
Male,163,48
Male,164,134
Male,141,54
Male,205,238
Male,132,227
Male,206,77
Male,156,269
Male,136,276
Male,193,198
Male,217,44
Male,161,73
Male,138,261
Male,136,173
Male,135,144
Male,142,158
Male,148,247
Male,206,241
Male,223,145
Male,196,170
Male,197,54
Male,203,215
Male,168,99
Male,168,210
Male,137,192
Male,202,109
Male,226,39
Male,175,178
Male,178,199
Male,199,180
Male,172,266
Male,199,212
Male,182,209
Male,197,145
Male,228,156
Male,140,229
Male,214,178
Male,146,258
Male,216,122
Male,176,185
Male,156,115
Male,193,121
Male,203,63
Male,140,37
Male,208,292
Male,223,297
Male,224,134
Male,163,42
Male,214,75
Male,191,111
Male,197,210
Male,208,162
Male,222,140
Male,218,158
Male,149,151
Male,142,172
Male,147,205
Male,185,195
Male,205,78
Male,226,48
Male,224,127
Male,225,151
Male,209,83
Male,173,288
Male,222,120
Male,138,161
Male,162,187
Male,228,60
Male,184,139
Male,139,249
Male,140,39
Male,130,273
Male,206,121
Male,147,235
Male,135,61
Male,200,248
Male,217,156
Male,195,200
Male,187,73
Male,162,280
Male,181,281
Male,205,211
Male,132,257
Male,149,130
Male,193,157
Male,157,41
Male,157,96
Male,202,115
Male,207,85
Male,215,226
Male,178,258
Male,220,49
Male,141,228
Male,172,240
Male,208,249
Male,190,285
Male,199,192
Male,178,101
Male,181,112
Male,130,124
Male,161,260
Male,216,111
Male,134,137
Male,163,148
Male,207,114
Male,213,275
Male,157,176
Male,201,226
Male,186,80
Male,133,53
Male,219,91
Male,155,143
Male,198,172
Male,151,283
Male,142,45
Male,224,184
Male,220,181
Male,153,261
Male,174,225
Male,224,199
Male,226,103
Male,137,238
Male,208,242
Male,165,172
Male,222,206
Male,223,143
Male,131,284
Male,182,237
Male,172,259
Male,141,58
Male,162,258
Male,153,169
Male,155,55
Male,172,277
Male,170,197
Male,181,228
Male,161,66
Male,144,240
Male,169,50
Male,132,143
Male,188,121
Male,136,82
Male,221,251
Male,220,66
Male,203,129
Male,223,259
Male,216,262
Male,183,255
Male,131,215
Male,179,207
Male,133,52
Male,179,222
Male,173,243
Male,157,163
Male,184,236
Male,158,225
Male,159,112
Male,187,152
Male,170,299
Male,155,156
Male,222,197
Male,177,260
Male,140,247
Male,136,232
Male,138,168
Male,151,224
Male,198,106
Male,170,221
Male,207,147
Male,208,95
Male,187,289
Male,209,133
Male,145,238
Male,172,242
Male,220,283
Male,187,151
Male,161,183
Male,175,82
Male,219,190
Male,190,281
Male,154,198
Male,222,228
Male,177,56
Male,146,141
Male,213,222
Male,171,136
Male,154,278
Male,145,218
Male,204,234
Male,161,164
Male,220,291
Male,171,213
Male,201,163
Male,177,287
Male,171,76
Male,216,251
Male,177,242
Male,174,276
Male,152,265
Male,152,253
Male,152,133
Male,157,223
Male,215,61
Male,139,159
Male,143,134
Male,187,110
Male,195,55
Male,191,152
Male,190,254
Male,199,76
Male,158,115
Male,166,212
Male,145,100
Male,222,277
Male,162,118
Male,134,273
Male,175,287
Male,198,93
Male,216,71
Male,203,222
Male,212,275
Male,143,246
Male,213,259
Male,144,118
Male,142,71
Male,142,294
Male,215,122
Male,186,227
Male,217,41
Male,175,250
Male,158,263
Male,134,38
Male,171,293
Male,212,43
Male,213,171
Male,211,269
Male,194,183
Male,224,189
Male,215,94
Male,184,97
Male,178,150
Male,188,194
Male,145,173
Male,160,162
Male,203,121
Male,180,226
Male,134,255
Male,220,196
Male,192,212
Male,181,177
Male,206,211
Male,158,297
Male,168,227
Male,134,141
Male,213,175
Male,215,86
Male,152,221
Male,146,157
Male,210,73
Male,206,83
Male,212,133
Male,138,56
Male,163,179
Male,229,239
Male,203,145
Male,198,134
Male,214,120
Male,198,165
Male,227,162
Male,227,233
Male,144,56
Male,221,271
Male,225,73
Male,228,292
Male,146,114
Male,196,208
Male,184,273
Male,214,220
Male,225,49
Male,137,190
Male,142,137
Male,168,210
Male,140,160
Male,170,218
Male,183,155
Male,218,216
Male,184,66
Male,183,241
Male,159,137
Male,201,36
Male,153,35
Male,167,279
Male,187,283
Male,180,296
Male,150,215
Male,157,229
Male,139,232
Male,135,88
Male,229,88
Male,157,248
Male,183,67
Male,201,234
Male,161,89
Male,131,84
Male,183,56
Male,184,181
Male,145,174
Male,150,85
Male,210,133
Male,167,264
Male,197,53
Male,142,233
Male,189,108
Male,182,99
Male,221,296
Male,143,236
Male,134,215
Male,175,154
Male,177,282
Male,214,132
Male,130,249
Male,214,290
Male,159,232
Male,172,145
Male,226,190
Male,182,268
Male,145,214
Male,158,193
Male,203,45
Male,134,80
Male,211,211
Male,151,230
Male,202,46
Male,187,248
Male,174,184
Male,154,107
Male,190,219
Male,152,270
Male,160,223
Male,183,207
Male,172,211
Male,138,268
Male,145,52
Male,169,64
Male,168,205
Male,138,264
Male,147,223
Male,147,43
Male,192,132
Male,170,45
Male,202,226
Male,131,136
Male,217,58
Male,184,146
Male,213,45
Male,223,65
Male,178,54
Male,167,105
Male,133,135
Male,193,213
Male,160,234
Male,186,218
Male,134,81
Male,227,97
Male,226,64
Male,182,135
Male,225,65
Male,193,289
Male,152,106
Male,142,212
Male,212,207
Male,182,240
Male,188,82
Male,229,265
Male,222,136
Male,213,55
Male,154,189
Male,146,197
Male,185,270
Male,169,201
Male,204,52
Male,186,142
Male,130,71
Male,183,62
Male,138,274
Male,193,210
Male,199,61
Male,205,138
Male,160,289
Male,179,66
Male,172,243
Male,166,230
Male,222,133
Male,197,72
Male,173,198
Male,173,47
Male,190,287
Male,169,85
Male,168,64
Male,226,194
Male,163,171
Male,189,46
Male,172,199
Male,166,49
Male,148,58
Male,159,85
Male,141,255
Male,192,218
Male,130,244
Male,216,93
Male,163,110
Male,215,135
Male,200,71
Male,147,86
Male,175,152
Male,223,48
Male,179,167
Male,222,162
Male,137,264
Male,133,108
Male,154,241
Male,132,101
Male,142,295
Male,225,101
Male,205,147
Male,181,38
Male,193,219
Male,140,209
Male,186,174
Male,148,46
Male,214,47
Male,131,57
Male,154,248
Male,229,173
Male,167,203
Male,175,127
Male,217,109
Male,202,157
Male,202,43
Male,185,157
Male,198,291
Male,169,167
Male,160,113
Male,148,132
Male,164,298
Male,152,188
Male,201,180
Male,130,234
Male,172,118
Male,158,141
Male,140,251
Male,197,176
Male,154,41
Male,169,160
Male,217,109
Male,191,91
Male,192,267
Male,201,114
Male,223,219
Male,176,212
Male,132,174
Male,192,64
Male,229,178
Male,211,91
Male,207,184
Male,171,208
Male,211,84
Male,214,276
Male,147,142
Male,179,50
Male,165,79
Male,198,88
Male,223,232
Male,216,116
Male,219,241
Male,178,253
Male,219,144
Male,168,212
Male,193,111
Male,208,156
Male,136,275
Male,157,233
Male,193,157
Male,219,164
Male,135,244
Male,167,223
Male,164,276
Male,216,174
Male,181,179
Male,136,39
Male,137,290
Male,177,216
Male,155,275
Male,147,299
Male,186,163
Male,178,236
Male,217,237
Male,140,156
Male,228,71
Male,223,145
Male,139,64
Male,164,192
Male,159,42
Male,157,151
Male,225,213
Male,178,158
Male,173,74
Male,210,257
Male,199,57
Male,173,47
Male,181,215
Male,175,269
Male,178,267
Male,167,57
Male,137,175
Male,188,91
Male,191,260
Male,146,108
Male,220,236
Male,170,289
Male,168,157
Male,169,75
Male,220,207
Male,182,187
Male,226,193
Male,229,188
Male,229,177
Male,218,132
Male,148,290
Male,195,241
Male,136,109
Male,227,291
Male,136,272
Male,179,230
Male,137,130
Male,210,80
Male,173,86
Male,206,184
Male,183,37
Male,160,265
Male,145,40
Male,182,142
Male,170,35
Male,214,91
Male,185,229
Male,154,252
Male,154,207
Male,150,258
Male,142,273
Male,193,228
Male,187,107
Male,181,129
Male,165,203
Male,209,154
Male,175,43
Male,142,72
Male,180,257
Male,181,267
Male,201,48
Male,195,247
Male,161,289
Male,198,282
Male,141,133
Male,228,72
Male,133,194
Male,149,139
Male,167,123
Male,154,250
Male,134,262
Male,131,212
Male,171,163
Male,185,211
Male,144,240
Male,183,118
Male,145,208
Male,138,215
Male,199,212
Male,187,229
Male,202,219
Male,186,210
Male,179,107
Male,217,199
Male,146,206
Male,176,174
Male,134,175
Male,140,223
Male,165,187
Male,135,294
Male,203,166
Male,138,291
Male,185,255
Male,202,51
Male,152,172
Male,151,44
Male,157,81
Male,158,108
Male,159,172
Male,196,210
Male,140,133
Male,204,52
Male,197,69
Male,161,120
Male,220,54
Male,215,67
Male,146,241
Male,173,280
Male,216,189
Male,200,119
Male,177,251
Male,196,68
Male,154,282
Male,142,230
Male,188,51
Male,172,166
Male,189,51
Male,169,148
Male,133,121
Male,179,201
Male,220,211
Male,216,284
Male,166,283
Male,151,54
Male,225,266
Male,175,72
Male,224,162
Male,159,84
Male,175,52
Male,183,130
Male,192,176
Male,146,128
Male,183,155
Male,137,38
Male,139,72
Male,168,202
Male,175,115
Male,131,41
Male,228,273
Male,207,64
Male,141,193
Male,141,262
Male,178,112
Male,210,169
Male,200,87
Male,146,95
Male,130,161
Male,134,209
Male,179,290
Male,167,296
Male,172,233
Male,165,47
Male,192,292
Male,140,241
Male,195,232
Male,152,222
Male,159,216
Male,153,165
Male,143,144
Male,187,93
Male,198,77
Male,173,146
Male,183,137
Male,144,149
Male,165,255
Male,144,288
Male,164,169
Male,163,39
Male,188,267
Male,145,119
Male,210,84
Male,166,35
Male,133,228
Male,208,165
Male,221,147
Male,228,84
Male,137,220
Male,178,118
Male,174,182
Male,195,137
Male,224,229
Male,226,187
Male,136,94
Male,188,155
Male,210,242
Male,226,113
Male,147,39
Male,192,260
Male,195,138
Male,183,239
Male,135,286
Male,147,254
Male,196,100
Male,191,63
Male,180,282
Male,158,143
Male,145,196
Male,176,203
Male,152,108
Male,139,290
Male,187,114
Male,200,87
Male,131,126
Male,163,198
Male,178,297
Male,205,100
Male,146,64
Male,180,132
Male,168,58
Male,214,56
Male,198,173
Male,219,163
Male,135,287
Male,215,294
Male,207,175
Male,184,190
Male,209,87
Male,154,96
Male,177,73
Male,135,142
Male,170,45
Male,214,152
Male,179,47
Male,215,279
Male,178,179
Male,157,156
Male,145,66
Male,140,130
Male,169,179
Male,160,164
Male,181,248
Male,131,161
Male,203,240
Male,138,150
Male,197,154
Male,211,292
Male,207,259
Male,204,273
Male,204,291
Male,201,79
Male,187,54
Male,190,235
Male,144,96
Male,139,54
Male,180,196
Male,185,97
Male,228,236
Male,154,281
Male,194,225
Male,229,294
Male,186,292
Male,136,282
Male,173,207
Male,204,203
Male,156,72
Male,229,77
Male,229,122
Male,222,245
Male,138,139
Male,136,115
Male,215,59
Male,226,72
Male,189,251
Male,193,214
Male,156,286
Male,201,174
Male,140,153
Male,133,179
Male,167,113
Male,177,63
Male,187,91
Male,161,216
Male,165,87
Male,208,43
Male,163,47
Male,142,141
Male,185,174
Male,198,70
Male,199,211
Male,204,207
Male,185,197
Male,153,74
Male,226,209
Male,191,231
Male,153,229
Male,150,181
Male,156,76
Male,216,254
Male,202,54
Male,170,72
Male,165,74
Male,187,168
Male,223,299
Male,139,177
Male,219,239
Male,202,50
Male,137,266
Male,208,93
Male,221,73
Male,148,216
Male,190,159
Male,186,186
Male,215,287
Male,187,231
Male,197,95
Male,210,36
Male,153,78
Male,140,79
Male,142,247
Male,218,195
Male,158,172
Male,191,70
Male,176,72
Male,202,287
Male,160,156
Male,177,204
Male,143,139
Male,157,148
Male,195,156
Male,161,122
Male,194,279
Male,208,262
Male,214,263
Male,227,82
Male,173,35
Male,192,233
Male,203,117
Male,183,214
Male,165,175
Male,145,66
Male,220,125
Male,178,296
Male,173,240
Male,193,270
Male,132,153
Male,184,95
Male,187,293
Male,172,161
Male,140,146
Male,211,164
Male,151,256
Male,213,292
Male,135,263
Male,219,147
Male,200,239
Male,221,207
Male,158,173
Male,187,88
Male,219,163
Male,169,268
Male,193,196
Male,225,242
Male,199,204
Male,195,48
Male,209,267
Male,205,69
Male,208,297
Male,146,39
Male,174,94
Male,155,163
Male,139,175
Male,192,43
Male,195,217
Male,171,37
Male,202,179
Male,226,41
Male,165,233
Male,148,172
Male,217,289
Male,191,286
Male,141,294
Male,139,236
Male,167,131
Male,200,44
Male,131,256
Male,173,152
Male,167,197
Male,208,199
Male,162,42
Male,157,43
Male,163,79
Male,223,193
Male,171,76
Male,166,126
Male,162,195
Male,142,288
Male,177,248
Male,148,181
Male,154,295
Male,168,257
Male,130,245
Male,170,64
Male,200,83
Male,222,62
Male,182,116
Male,150,281
Male,166,94
Male,210,50
Male,170,120
Male,222,38
Male,169,144
Male,218,66
Male,180,77
Male,179,53
Male,143,80
Male,187,41
Male,219,83
Male,192,73
Male,226,293
Male,226,209
Male,146,136
Male,161,91
Male,204,140
Male,204,77
Male,154,119
Male,215,155
Male,199,96
Male,162,242
Male,149,40
Male,144,174
Male,149,280
Male,225,223
Male,148,132
Male,184,107
Male,216,171
Male,140,158
Male,158,223
Male,144,191
Male,228,149
Male,190,110
Male,177,116
Male,153,159
Male,193,116
Male,188,101
Male,221,270
Male,145,45
Male,144,255
Male,206,156
Male,141,288
Male,143,47
Male,208,201
Male,156,192
Male,215,240
Male,163,78
Male,194,228
Male,210,250
Male,149,232
Male,193,241
Male,146,70
Male,224,254
Male,199,279
Male,174,140
Male,142,82
Male,152,121
Male,177,277
Male,137,170
Male,148,71
Male,200,114
Male,169,106
Male,185,80
Male,179,186
Male,192,85
Male,143,166
Male,149,253
Male,212,85
Male,214,47
Male,199,123
Male,192,66
Male,148,257
Male,131,203
Male,179,223
Male,154,154
Male,209,172
Male,166,145
Male,162,211
Male,147,215
Male,138,236
Male,210,291
Male,204,251
Male,228,46
Male,200,153
Male,135,49
Male,218,184
Male,216,74
Male,179,49
Male,190,107
Male,164,265
Male,190,249
Male,137,174
Male,181,65
Male,212,54
Male,208,250
Male,130,298
Male,222,63
Male,199,122
Male,174,137
Male,139,274
Male,186,55
Male,139,60
Male,210,170
Male,184,38
Male,146,178
Male,219,74
Male,166,237
Male,221,137
Male,183,295
Male,199,104
Male,175,62
Male,158,92
Male,214,181
Male,184,117
Male,133,63
Male,181,91
Male,166,78
Male,227,196
Male,201,177
Male,181,263
Male,141,75
Male,177,192
Male,183,200
Male,154,164
Male,178,90
Male,151,56
Male,193,35
Male,210,209
Male,149,265
Male,191,104
Male,212,240
Male,201,120
Male,153,105
Male,134,244
Male,199,129
Male,205,123
Male,203,226
Male,157,285
Male,156,47
Male,135,63
Male,164,197
Male,164,189
Male,224,83
Male,184,160
Male,165,74
Male,223,111
Male,193,58
Male,180,165
Male,213,142
Male,185,270
Male,189,296
Male,157,132
Male,133,247
Male,179,176
Male,196,164
Male,183,68
Male,150,55
Male,164,266
Male,192,159
Male,215,264
Male,171,103
Male,170,56
Male,132,55
Male,229,107
Male,138,295
Male,224,178
Male,217,200
Male,144,151
Male,178,201
Male,145,89
Male,227,68
Male,169,263
Male,215,279
Male,227,248
Male,211,248
Male,209,55
Male,217,216
Male,172,124
Male,223,238
Male,172,83
Male,145,282
Male,187,122
Male,160,292
Male,167,104
Male,226,176
Male,157,63
Male,190,296
Male,188,169
Male,133,252
Male,221,282
Male,216,276
Male,217,288
Male,174,119
Male,209,49
Male,131,204
Male,170,196
Male,182,255
Male,193,155
Male,183,258
Male,134,157
Male,179,102
Male,195,182
Male,138,191
Male,162,143
Male,212,104
Male,194,283
Male,163,250
Male,151,134
Male,229,289
Male,215,253
Male,229,122
Male,190,223
Male,200,192
Male,182,195
Male,151,237
Male,149,269
Male,189,114
Male,160,35
Male,142,291
Male,176,299
Male,140,96
Male,213,89
Male,225,180
Male,219,112
Male,185,237
Male,172,126
Male,149,177
Male,186,219
Male,166,116
Male,193,76
Male,157,270
Male,137,117
Male,150,281
Male,185,60
Male,171,180
Male,184,159
Male,176,223
Male,184,247
Male,219,50
Male,223,49
Male,173,253
Male,224,136
Male,141,296
Male,203,187
Male,135,77
Male,188,172
Male,175,128
Male,136,208
Male,222,179
Male,141,87
Male,134,154
Male,155,138
Male,151,95
Male,205,106
Male,183,288
Male,186,80
Male,146,84
Male,201,67
Male,214,92
Male,134,228
Male,197,167
Male,147,48
Male,155,286
Male,131,225
Male,154,39
Male,152,163
Male,184,198
Male,225,76
Male,211,67
Male,219,133
Male,188,171
Male,224,173
Male,200,152
Male,163,54
Male,219,85
Male,142,51
Male,137,133
Male,210,151
Male,203,108
Male,185,256
Male,207,245
Male,156,259
Male,158,225
Male,137,228
Male,211,257
Male,147,287
Male,176,40
Male,188,67
Male,134,106
Male,152,84
Male,219,197
Male,156,109
Male,159,292
Male,145,187
Male,177,185
Male,185,145
Male,137,65
Male,224,208
Male,130,155
Male,164,96
Male,152,110
Male,152,281
Male,171,291
Male,143,191
Male,176,151
Male,192,296
Male,198,105
Male,220,113
Male,186,266
Male,195,176
Male,150,84
Male,209,200
Male,207,85
Male,151,259
Male,152,68
Male,152,91
Male,179,196
Male,187,143
Male,180,265
Male,189,57
Male,206,110
Male,150,184
Male,161,241
Male,190,293
Male,192,107
Male,183,97
Male,165,77
Male,219,65
Male,158,266
Male,159,260
Male,188,134
Male,166,116
Male,225,288
Male,190,208
Male,173,179
Male,146,214
Male,142,273
Male,208,292
Male,166,179
Male,159,49
Male,213,266
Male,160,123
Male,164,210
Male,179,265
Male,185,230
Male,137,192
Male,156,47
Male,134,133
Male,184,116
Male,158,267
Male,166,194
Male,176,284
Male,207,220
Male,168,177
Male,142,145
Male,167,161
Male,172,67
Male,196,163
Male,213,265
Male,150,201
Male,207,156
Male,207,216
Male,163,290
Male,150,206
Male,131,143
Male,203,57
Male,137,279
Male,173,168
Male,220,128
Male,148,97
Male,142,88
Male,161,236
Male,175,92
Male,222,80
Male,192,35
Male,226,160
Male,222,212
Male,146,166
Male,150,289
Male,152,70
Male,174,176
Male,135,96
Male,206,246
Male,225,128
Male,193,43
Male,209,200
Male,181,213
Male,226,50
Male,133,288
Male,170,126
Male,140,95
Male,150,169
Male,148,182
Male,166,119
Male,180,63
Male,193,193
Male,163,245
Male,225,125
Male,155,54
Male,183,209
Male,215,233
Male,146,105
Male,173,189
Male,194,140
Male,175,136
Male,165,252
Male,161,195
Male,207,286
Male,165,218
Male,212,132
Male,196,152
Male,172,285
Male,131,46
Male,192,126
Male,214,282
Male,163,259
Male,159,53
Male,216,81
Male,214,288
Male,155,175
Male,225,53
Male,214,70
Male,133,166
Male,157,295
Male,180,54
Male,229,219
Male,166,39
Male,189,232
Male,180,228
Male,187,91
Male,214,283
Male,143,245
Male,152,282
Male,176,55
Male,137,151
Male,212,181
Male,202,226
Male,168,160
Male,172,276
Male,208,199
Male,149,154
Male,163,192
Male,166,124
Male,214,252
Male,182,199
Male,171,108
Male,198,67
Male,187,115
Male,203,246
Male,140,232
Male,216,286
Male,158,64
Male,187,91
Male,226,111
Male,227,220
Male,213,115
Male,215,229
Male,149,290
Male,196,174
Male,139,148
Male,197,74
Male,207,119
Male,194,224
Male,206,233
Male,138,66
Male,202,140
Male,132,233
Male,204,216
Male,153,141
Male,162,167
Male,154,284
Male,186,242
Male,153,294
Male,153,277
Male,203,132
Male,212,47
Male,219,258
Male,151,193
Male,213,206
Male,130,283
Male,203,190
Male,160,258
Male,184,102
Male,146,105
Male,153,151
Male,190,207
Male,204,244
Male,190,54
Male,162,58
Male,214,283
Male,183,261
Male,194,109
Male,222,64
Male,165,119
Male,219,186
Male,199,225
Male,227,76
Male,227,164
Male,208,176
Male,213,228
Male,167,188
Male,182,225
Male,175,90
Male,221,70
Male,144,127
Male,194,126
Male,205,100
Male,142,268
Male,187,184
Male,134,92
Male,201,200
Male,144,57
Male,147,134
Male,204,169
Male,228,96
Male,224,200
Male,225,81
Male,228,96
Male,170,227
Male,202,254
Male,216,66
Male,157,238
Male,205,66
Male,177,211
Male,204,47
Male,169,45
Male,191,215
Male,203,243
Male,224,52
Male,228,69
Male,205,200
Male,139,286
Male,171,215
Male,132,117
Male,175,218
Male,198,142
Male,211,293
Male,154,165
Male,204,198
Male,174,245
Male,152,125
Male,180,200
Male,208,193
Male,229,222
Male,159,200
Male,137,46
Male,187,212
Male,139,171
Male,214,161
Male,210,107
Male,213,99
Male,142,251
Male,141,266
Male,204,228
Male,214,215
Male,199,229
Male,152,221
Male,164,76
Male,145,260
Male,172,259
Male,134,271
Male,134,179
Male,219,83
Male,209,201
Male,200,127
Male,167,64
Male,162,153
Male,174,234
Male,218,227
Male,174,119
Male,208,122
Male,195,148
Male,164,80
Male,173,135
Male,149,122
Male,217,40
Male,172,166
Male,213,223
Male,141,228
Male,178,178
Male,151,71
Male,191,218
Male,164,261
Male,172,202
Male,196,162
Male,149,78
Male,181,233
Male,204,125
Male,133,35
Male,177,137
Male,222,227
Male,141,179
Male,222,263
Male,210,71
Male,174,277
Male,203,264
Male,170,284
Male,155,54
Male,226,37
Male,173,221
Male,209,158
Male,226,152
Male,160,121
Male,192,207
Male,226,226
Male,176,176
Male,186,61
Male,220,95
Male,168,246
Male,138,266
Male,138,85
Male,208,229
Male,131,80
Male,142,129
Male,153,280
Male,169,50
Male,201,179
Male,187,225
Male,198,197
Male,171,116
Male,174,229
Male,202,273
Male,159,251
Male,185,80
Male,150,45
Male,186,255
Male,149,142
Male,157,95
Male,216,163
Male,158,102
Male,222,71
Male,197,250
Male,134,48
Male,139,254
Male,130,161
Male,217,62
Male,227,66
Male,205,274
Male,199,140
Male,160,293
Male,216,170
Male,145,157
Male,151,248
Male,201,41
Male,168,156
Male,181,158
Male,160,69
Male,181,258
Male,215,75
Male,193,173
Male,159,105
Male,154,285
Male,175,163
Male,149,53
Male,205,120
Male,208,68
Male,179,202
Male,186,189
Male,184,104
Male,190,250
Male,220,38
Male,210,158
Male,158,50
Male,189,269
Male,205,163
Male,229,210
Male,159,81
Male,210,200
Male,172,186
Male,218,162
Male,210,79
Male,227,265
Male,182,61
Male,166,110
Male,221,132
Male,146,273
Male,156,213
Male,205,291
Male,221,147
Male,167,192
Male,220,202
Male,142,210
Male,150,268
Male,204,285
Male,148,199
Male,228,99
Male,211,94
Male,177,177
Male,176,117
Male,179,107
Male,139,233
Male,141,238
Male,186,276
Male,165,194
Male,202,259
Male,174,203
Male,131,176
Male,152,120
Male,139,202
Male,172,43
Male,199,101
Male,219,63
Male,216,49
Male,168,200
Male,137,75
Male,202,59
Male,180,228
Male,169,91
Male,170,257
Male,155,64
Male,187,83
Male,180,236
Male,177,230
Male,147,262
Male,181,70
Male,174,98
Male,211,66
Male,171,288
Male,168,285
Male,183,183
Male,150,86
Male,135,292
Male,181,194
Male,135,193
Male,201,275
Male,181,294
Male,183,83
Male,214,243
Male,169,118
Male,229,248
Male,189,219
Male,157,56
Male,177,215
Male,149,126
Male,144,228
Male,138,112
Male,182,228
Male,193,93
Male,160,172
Male,224,96
Male,156,58
Male,226,153
Male,138,231
Male,197,226
Male,229,116
Male,165,81
Male,164,276
Male,185,143
Male,178,213
Male,183,177
Male,227,213
Male,141,54
Male,206,163
Male,223,219
Male,222,167
Male,143,54
Male,176,84
Male,141,234
Male,184,91
Male,182,106
Male,198,228
Male,188,202
Male,187,171
Male,201,221
Male,147,293
Male,159,95
Male,201,130
Male,142,145
Male,166,179
Male,145,147
Male,150,296
Male,198,228
Male,156,212
Male,214,88
Male,155,275
Male,183,102
Male,224,144
Male,163,178
Male,218,192
Male,209,267
Male,191,102
Male,221,41
Male,186,278
Male,136,263
Male,162,105
Male,135,185
Male,222,233
Male,177,211
Male,187,132
Male,209,90
Male,190,168
Male,169,167
Male,160,238
Male,152,52
Male,204,228
Male,166,184
Male,156,238
Male,155,37
Male,132,227
Male,225,60
Male,136,204
Male,198,67
Male,173,182
Male,197,56
Male,211,221
Male,212,296
Male,190,265
Male,170,134
Male,170,64
Male,191,294
Male,191,78
Male,177,59
Male,146,200
Male,224,220
Male,217,208
Male,191,207
Male,176,269
Male,227,257
Male,178,36
Male,202,53
Male,172,185
Male,193,256
Male,181,43
Male,217,144
Male,135,88
Male,172,267
Male,150,276
Male,198,281
Male,213,190
Male,161,123
Male,148,290
Male,228,156
Male,177,47
Male,213,95
Male,190,37
Male,136,236
Male,197,47
Male,133,162
Male,207,194
Male,213,41
Male,225,221
Male,161,256
Male,179,255
Male,206,223
Male,225,157
Male,163,211
Male,169,271
Male,212,201
Male,197,253
Male,159,133
Male,138,171
Male,133,125
Male,133,295
Male,206,139
Male,196,158
Male,138,227
Male,141,265
Male,224,88
Male,149,146
Male,217,257
Male,223,217
Male,142,126
Male,170,160
Male,142,256
Male,202,279
Male,200,39
Male,215,279
Male,184,193
Male,180,83
Male,182,286
Male,135,128
Male,180,113
Male,196,165
Male,205,244
Male,187,130
Male,146,159
Male,135,266
Male,164,130
Male,147,118
Male,178,203
Male,176,252
Male,180,158
Male,213,187
Male,226,180
Male,191,227
Male,227,170
Male,195,118
Male,198,297
Male,133,146
Male,209,217
Male,210,194
Male,184,211
Male,200,172
Male,151,220
Male,210,134
Male,199,200
Male,144,268
Male,211,103
Male,172,255
Male,170,100
Male,180,74
Male,154,214
Male,213,240
Male,159,62
Male,186,103
Male,182,103
Male,202,252
Male,217,90
Male,191,141
Male,219,267
Male,145,248
Male,201,136
Male,223,206
Male,192,62
Male,164,109
Male,164,124
Male,152,295
Male,171,129
Male,195,76
Male,184,237
Male,149,38
Male,169,142
Male,223,151
Male,173,82
Male,164,57
Male,188,228
Male,166,67
Male,189,231
Male,185,61
Male,218,96
Male,134,110
Male,145,213
Male,133,216
Male,224,298
Male,141,265
Male,221,158
Male,203,199
Male,225,245
Male,215,37
Male,206,279
Male,217,37
Male,166,98
Male,164,236
Male,166,286
Male,167,238
Male,191,277
Male,205,104
Male,160,154
Male,175,81
Male,133,299
Male,228,168
Male,187,277
Male,141,62
Male,197,269
Male,178,86
